,university,career,inscription_date,last_name,first_name,gender,age,postal_code,email,location
12,universidad_nacional_de_tres_de_febrero,bioquímica,2020-09-01,laurie_patterson,nan,female,37.0,3023,montgomerydaniel@yahoo.com,cululu
13,universidad_nacional_de_tres_de_febrero,bioquímica,2020-10-08,matthew_campbell,nan,male,79.0,6380,sullivanamber@gmail.com,boeuf
14,universidad_nacional_de_tres_de_febrero,ingeniería_electrónica,2020-11-14,thomas_colon,nan,male,28.0,1875,misty40@hotmail.com,wilde
15,universidad_nacional_de_tres_de_febrero,licenciatura_en_ciencias_biológicas,2021-01-27,erin_chaney,nan,female,97.0,5327,hcole@gmail.com,capihuas
16,universidad_nacional_de_tres_de_febrero,licenciatura_en_ciencias_antropológicas,2020-10-08,luis_adams,nan,male,68.0,3318,jessicawells@yahoo.com,bonpland_norte
17,universidad_nacional_de_tres_de_febrero,contador_público,2020-12-29,chelsea_thomas,nan,female,42.0,6409,gkane@gmail.com,jose_maria_blanco
18,universidad_nacional_de_tres_de_febrero,agronomía,2020-12-09,jessica_bailey,nan,female,100.0,5473,donaldruiz@hotmail.com,aguayo
19,universidad_nacional_de_tres_de_febrero,diseño_de_imagen_y_sonido,2020-09-16,jessica_porter,nan,female,108.0,1895,vaguilar@hotmail.com,arturo_segui
20,universidad_nacional_de_tres_de_febrero,bioquímica,2020-10-04,kiara_burke,nan,female,87.0,9053,roberthenry@hotmail.com,aguada_grande
21,universidad_nacional_de_tres_de_febrero,licenciatura_en_ciencias_antropológicas,2020-12-06,dawn_dixon,nan,female,64.0,1846,tina37@yahoo.com,adrogue
22,universidad_nacional_de_tres_de_febrero,licenciatura_en_ciencias_antropológicas,2021-01-27,alexis_kerr,nan,female,30.0,6537,banderson@hotmail.com,el_camoati
23,universidad_nacional_de_tres_de_febrero,licenciatura_en_producción_de_bioimagenes,2020-11-26,raymond_sanchez,nan,male,110.0,6228,nthompson@gmail.com,aguas_buenas
24,universidad_nacional_de_tres_de_febrero,licenciatura_en_ciencias_ambientales,2021-01-03,andrea_harrison,nan,female,109.0,2170,judithmiller@hotmail.com,candelaria_sud
25,universidad_nacional_de_tres_de_febrero,licenciatura_en_ciencias_biológicas,2020-12-11,michael_ewing,nan,male,42.0,5634,qware@hotmail.com,bowen
26,universidad_nacional_de_tres_de_febrero,licenciatura_en_ciencias_de_la_educación,2020-12-06,kristina_franklin,nan,female,93.0,3541,andrewtaylor@yahoo.com,campo_las_puertas
27,universidad_nacional_de_tres_de_febrero,diseño_de_imagen_y_sonido,2020-09-21,bridget_hampton,nan,female,74.0,1876,gregory00@gmail.com,bernal_este
28,universidad_nacional_de_tres_de_febrero,licenciatura_en_relaciones_del_trabajo,2020-09-30,cody_vaughn,nan,male,107.0,1631,nichole69@gmail.com,villa_rosa
29,universidad_nacional_de_tres_de_febrero,diseño_de_imagen_y_sonido,2021-01-28,amber_davis,nan,female,68.0,3272,nathan55@gmail.com,colonia_1_de_mayo
30,universidad_nacional_de_tres_de_febrero,medicina,2020-09-28,edward_stanley,nan,male,97.0,1838,breannarush@hotmail.com,luis_guillon
31,universidad_nacional_de_tres_de_febrero,medicina,2020-10-06,richard_miller,nan,male,39.0,5321,hmoses@yahoo.com,el_potrero
32,universidad_nacional_de_tres_de_febrero,licenciatura_en_relaciones_del_trabajo,2021-01-28,daniel_miller,nan,male,21.0,6071,gary63@yahoo.com,bermudez
33,universidad_nacional_de_tres_de_febrero,licenciatura_en_ciencias_biológicas,2020-11-28,david_martin,nan,male,79.0,9003,dianacampbell@gmail.com,bahia_solano
34,universidad_nacional_de_tres_de_febrero,licenciatura_en_ciencias_de_la_educación,2020-10-09,todd_jones,nan,male,91.0,6559,vmejia@hotmail.com,recalde
35,universidad_nacional_de_tres_de_febrero,licenciatura_en_ciencias_geológicas,2020-11-07,angela_horton,nan,female,17.0,5461,fredmartinez@gmail.com,aguada_de_la_peña
36,universidad_nacional_de_tres_de_febrero,medicina,2020-12-26,joseph_fowler,nan,male,38.0,3569,hsnyder@gmail.com,barros_pazos
37,universidad_nacional_de_tres_de_febrero,diseño_industrial,2020-10-22,mrs._stephanie_taylor,nan,female,37.0,2707,gpeterson@hotmail.com,4_de_noviembre
38,universidad_nacional_de_tres_de_febrero,licenciatura_en_administración,2020-12-08,mr._aaron_warren,nan,male,108.0,6230,williamsantiago@hotmail.com,francisco_casal
39,universidad_nacional_de_tres_de_febrero,licenciatura_en_ciencias_de_la_educación,2021-01-20,ruben_garner,nan,male,46.0,7545,vburton@hotmail.com,huanguelen
40,universidad_nacional_de_tres_de_febrero,licenciatura_en_terapia_ocupacional,2020-11-16,amber_cohen,nan,female,92.0,3234,michael33@hotmail.com,bonpland
41,universidad_nacional_de_tres_de_febrero,agronomía,2021-01-04,jackson_conrad,nan,male,19.0,6269,jessica99@hotmail.com,la_colina
42,universidad_nacional_de_tres_de_febrero,técnico_para_bioterios,2020-12-02,kristen_jones,nan,female,22.0,1854,wwilkins@hotmail.com,longchamps
43,universidad_nacional_de_tres_de_febrero,ingeniería_en_informática,2020-12-25,christopher_martin,nan,male,60.0,4504,rebeccamichael@hotmail.com,23_de_agosto
44,universidad_nacional_de_tres_de_febrero,licenciatura_en_ciencias_geológicas,2020-09-26,mark_hull,nan,male,59.0,4612,crystal94@yahoo.com,carahunco
45,universidad_nacional_de_tres_de_febrero,ingeniería_mecánica,2020-12-20,lucas_durham,nan,male,91.0,5759,matthew22@hotmail.com,calera_argentina
46,universidad_nacional_de_tres_de_febrero,licenciatura_en_ciencias_geológicas,2021-01-23,dale_gray,nan,male,104.0,3376,lauren32@hotmail.com,gobernador_lanusse
47,universidad_nacional_de_tres_de_febrero,licenciatura_en_relaciones_del_trabajo,2020-11-29,diana_taylor,nan,female,46.0,6030,williamsonashley@hotmail.com,edmundo_perkins
48,universidad_nacional_de_tres_de_febrero,licenciatura_en_artes,2020-12-13,cheryl_boyle,nan,female,75.0,3718,jason96@gmail.com,amambay
49,universidad_nacional_de_tres_de_febrero,licenciatura_en_ciencias_de_la_computación,2020-10-23,amanda_harding,nan,female,113.0,3206,wilsondavid@gmail.com,bella_union_paraje
50,universidad_nacional_de_tres_de_febrero,técnico_para_bioterios,2020-11-28,david_grant,nan,male,90.0,9017,ronaldbecker@yahoo.com,cameron
51,universidad_nacional_de_tres_de_febrero,diseño_de_imagen_y_sonido,2020-10-10,frank_villa,nan,male,97.0,5590,matthewmyers@gmail.com,adrian_maturano
52,universidad_nacional_de_tres_de_febrero,licenciatura_en_ciencia_y_tecnología_de_alimentos,2020-11-30,ryan_morse,nan,male,100.0,3324,holmesdanielle@yahoo.com,gobernador_roca
53,universidad_nacional_de_tres_de_febrero,arquitectura,2020-10-28,candice_thompson,nan,female,103.0,9030,smithsarah@gmail.com,rio_mayo
54,universidad_nacional_de_tres_de_febrero,licenciatura_en_gestión_de_agroalimentos,2020-10-28,darius_ross,nan,male,41.0,3083,angelacalderon@yahoo.com,grutly
55,universidad_nacional_de_tres_de_febrero,licenciatura_en_terapia_ocupacional,2020-12-04,james_schultz,nan,male,41.0,1718,rebecca74@gmail.com,san_antonio_de_padua
56,universidad_nacional_de_tres_de_febrero,licenciatura_en_ciencias_de_la_educación,2020-12-10,jamie_booth,nan,female,89.0,3380,joshua94@yahoo.com,9_de_julio_kilometro_20
57,universidad_nacional_de_tres_de_febrero,ingeniería_electrónica,2020-10-27,stephen_allen,nan,male,44.0,7135,changjohn@hotmail.com,comandante_giribone
58,universidad_nacional_de_tres_de_febrero,ingeniería_electrónica,2021-01-27,margaret_bender,nan,female,60.0,6346,castanedapamela@gmail.com,pellegrini
59,universidad_nacional_de_tres_de_febrero,licenciatura_en_planificación_y_diseño_del_paisaje,2020-09-17,gail_green,nan,female,113.0,6013,robertdiaz@gmail.com,baigorrita
60,universidad_nacional_de_tres_de_febrero,medicina,2020-09-28,connie_butler,nan,female,44.0,6530,erin69@gmail.com,carlos_casares
61,universidad_nacional_de_tres_de_febrero,diseño_de_imagen_y_sonido,2020-09-25,bryan_carlson,nan,male,84.0,1897,jadebraun@yahoo.com,manuel_b_gonnet
62,universidad_nacional_de_tres_de_febrero,medicina,2021-01-08,michelle_contreras,nan,female,96.0,1856,kristen11@gmail.com,glew
63,universidad_nacional_de_tres_de_febrero,licenciatura_en_psicología,2021-01-25,daniel_martinez,nan,male,50.0,5750,francisco29@hotmail.com,alto_de_la_leña
64,universidad_nacional_de_tres_de_febrero,bioquímica,2020-09-08,brian_guerra,nan,male,90.0,4514,padillarachel@hotmail.com,calilegua
65,universidad_nacional_de_tres_de_febrero,licenciatura_en_ciencias_de_la_computación,2021-01-28,paul_hernandez,nan,male,36.0,2000,bwalters@yahoo.com,villa_angelica
66,universidad_nacional_de_tres_de_febrero,licenciatura_en_producción_de_bioimagenes,2021-01-29,kyle_hendrix,nan,male,85.0,8168,cartertammy@hotmail.com,sierra_de_la_ventana
67,universidad_nacional_de_tres_de_febrero,licenciatura_en_producción_de_bioimagenes,2020-11-28,patrick_brown,nan,male,46.0,1672,larryalexander@hotmail.com,villa_lynch
68,universidad_nacional_de_tres_de_febrero,licenciatura_en_psicología,2020-09-05,jacqueline_hess,nan,female,60.0,4153,christinebrown@gmail.com,alto_verde
69,universidad_nacional_de_tres_de_febrero,técnico_para_bioterios,2021-01-15,gregory_wilkins,nan,male,102.0,3111,hdavis@gmail.com,almacen_cristian_schubert
70,universidad_nacional_de_tres_de_febrero,licenciatura_en_relaciones_del_trabajo,2020-11-06,samantha_carter,nan,female,38.0,2454,dolsen@yahoo.com,cañada_rosquin
71,universidad_nacional_de_tres_de_febrero,contador_público,2020-10-08,charles_wade,nan,male,48.0,5340,bdavis@hotmail.com,agua_grande
72,universidad_nacional_de_tres_de_febrero,licenciatura_en_ciencias_geológicas,2020-10-08,teresa_fernandez,nan,female,104.0,5607,kellybennett@gmail.com,colonia_bombal_y_tabanera
73,universidad_nacional_de_tres_de_febrero,licenciatura_en_ciencias_ambientales,2021-01-11,nancy_baker,nan,female,101.0,4129,tshields@hotmail.com,cañada
74,universidad_nacional_de_tres_de_febrero,licenciatura_en_musicoterapia,2020-10-02,henry_drake,nan,male,61.0,6743,darren52@gmail.com,coliqueo
75,universidad_nacional_de_tres_de_febrero,ingeniería_mecánica,2020-12-14,jimmy_caldwell,nan,male,40.0,5755,fuentesamy@hotmail.com,alto_del_molle
76,universidad_nacional_de_tres_de_febrero,contador_público,2020-09-09,brad_robles,nan,male,77.0,1741,pnguyen@gmail.com,enrique_fynn
77,universidad_nacional_de_tres_de_febrero,licenciatura_en_administración,2021-01-17,jay_gomez,nan,male,105.0,2639,robinmorrow@hotmail.com,berabevu
78,universidad_nacional_de_tres_de_febrero,ingeniería_electrónica,2021-01-25,larry_valdez,nan,male,30.0,1927,tyoung@hotmail.com,esc_nav_militar_rio_sant
79,universidad_nacional_de_tres_de_febrero,agronomía,2020-10-31,keith_simon,nan,male,108.0,5341,qhurley@gmail.com,anillaco
80,universidad_nacional_de_tres_de_febrero,licenciatura_en_ciencias_geológicas,2021-01-20,daniel_ross,nan,male,84.0,3208,zrichardson@yahoo.com,colonia_ensanche_sauce
81,universidad_nacional_de_tres_de_febrero,bioquímica,2021-01-06,gregory_frank,nan,male,96.0,6467,mayselizabeth@yahoo.com,el_trio
82,universidad_nacional_de_tres_de_febrero,ingeniería_electrónica,2020-10-25,thomas_green,nan,male,82.0,5519,holtdaniel@yahoo.com,alto_de_las_arañas
83,universidad_nacional_de_tres_de_febrero,licenciatura_en_ciencias_biológicas,2021-01-06,patricia_garcia,nan,female,24.0,2506,benjaminmckinney@hotmail.com,correa
84,universidad_nacional_de_tres_de_febrero,licenciatura_en_terapia_ocupacional,2020-10-05,mrs._lisa_rose,nan,female,40.0,3416,masonnicholas@gmail.com,arroyo_ceibal
85,universidad_nacional_de_tres_de_febrero,arquitectura,2020-09-14,anthony_phillips,nan,male,65.0,5607,qjames@yahoo.com,colonia_bombal_y_tabanera
86,universidad_nacional_de_tres_de_febrero,medicina,2021-01-03,derek_hampton,nan,male,62.0,3463,ysmith@gmail.com,aristia
87,universidad_nacional_de_tres_de_febrero,licenciatura_en_terapia_ocupacional,2020-11-21,philip_garcia,nan,male,87.0,1903,robinwatts@hotmail.com,abasto
88,universidad_nacional_de_tres_de_febrero,licenciatura_en_ciencias_de_la_educación,2020-09-28,mr._jason_raymond,nan,male,85.0,2000,ddoyle@yahoo.com,villa_angelica
89,universidad_nacional_de_tres_de_febrero,ingeniería_en_informática,2021-01-09,michelle_williams,nan,female,46.0,5351,jharrison@gmail.com,banda_florida
90,universidad_nacional_de_tres_de_febrero,licenciatura_en_ciencias_geológicas,2020-09-06,becky_lamb,nan,female,89.0,9009,garcialauren@gmail.com,cañadon_lagarto
91,universidad_nacional_de_tres_de_febrero,licenciatura_en_ciencias_de_la_educación,2020-10-06,william_cameron,nan,male,99.0,7118,bbrown@gmail.com,general_guido
92,universidad_nacional_de_tres_de_febrero,ingeniería_en_informática,2020-11-17,holly_stanley,nan,female,112.0,2218,janice94@gmail.com,carrizales
93,universidad_nacional_de_tres_de_febrero,ingeniería_mecánica,2021-01-04,lisa_payne,nan,female,53.0,7201,patriciacamacho@hotmail.com,colman
94,universidad_nacional_de_tres_de_febrero,bioquímica,2020-10-04,brandon_schneider,nan,male,37.0,3516,djohnson@yahoo.com,basail
95,universidad_nacional_de_tres_de_febrero,licenciatura_en_musicoterapia,2020-10-12,kelly_mckee,nan,female,106.0,4740,medinajessica@yahoo.com,agua_salada
96,universidad_nacional_de_tres_de_febrero,licenciatura_en_ciencias_antropológicas,2020-09-24,joshua_bond,nan,male,27.0,8370,garymurray@yahoo.com,caminera
97,universidad_nacional_de_tres_de_febrero,licenciatura_en_sociología,2020-11-08,jason_burns,nan,male,82.0,5303,hstewart@hotmail.com,anjullon
98,universidad_nacional_de_tres_de_febrero,técnico_para_bioterios,2020-11-06,devin_hernandez,nan,male,64.0,4561,hcole@gmail.com,la_chinaca
99,universidad_nacional_de_tres_de_febrero,medicina,2020-11-22,dr._john_henderson,nan,male,55.0,6380,pspears@gmail.com,boeuf
100,universidad_nacional_de_tres_de_febrero,técnico_para_bioterios,2020-09-10,jordan_flowers,nan,male,68.0,9037,thomasmurray@yahoo.com,aldea_beleiro
101,universidad_nacional_de_tres_de_febrero,licenciatura_en_relaciones_del_trabajo,2020-11-30,adrian_underwood,nan,male,97.0,6220,dudleymorgan@hotmail.com,bernardo_larroude
102,universidad_nacional_de_tres_de_febrero,ingeniería_electrónica,2020-09-14,jane_walters,nan,female,72.0,3117,joseph51@yahoo.com,aldea_san_antonio
103,universidad_nacional_de_tres_de_febrero,ingeniería_en_informática,2020-11-10,lisa_hull,nan,female,88.0,8334,jacksonkimberly@hotmail.com,ingeniero_huergo
104,universidad_nacional_de_tres_de_febrero,actuario,2021-01-11,sarah_thomas,nan,female,100.0,3229,duane52@hotmail.com,colonia_freitas
105,universidad_nacional_de_tres_de_febrero,diseño_industrial,2020-09-04,william_thornton,nan,male,56.0,5260,melissacarey@yahoo.com,acheral
106,universidad_nacional_de_tres_de_febrero,técnico_para_bioterios,2020-09-20,leslie_allen,nan,female,107.0,3433,sjohns@gmail.com,carrizal_norte
107,universidad_nacional_de_tres_de_febrero,farmacia,2020-09-08,william_blevins,nan,male,64.0,5645,stantonwayne@yahoo.com,el_cenizo
108,universidad_nacional_de_tres_de_febrero,ciencias_veterinarias,2020-10-09,curtis_stein,nan,male,52.0,1643,gaguilar@gmail.com,beccar
109,universidad_nacional_de_tres_de_febrero,ingeniería_mecánica,2021-01-28,crystal_ingram,nan,female,56.0,6703,hernandezpatrick@hotmail.com,alastuey
110,universidad_nacional_de_tres_de_febrero,licenciatura_en_psicología,2020-12-19,angel_gamble,nan,male,53.0,5407,gallagherrobert@yahoo.com,dique_toma
111,universidad_nacional_de_tres_de_febrero,licenciatura_en_ciencias_biológicas,2020-09-18,patrick_navarro,nan,male,39.0,1893,jessicabell@gmail.com,centro_agricola_el_pato
112,universidad_nacional_de_tres_de_febrero,licenciatura_en_gestión_de_agroalimentos,2020-10-22,jeffery_neal,nan,male,29.0,5343,williamjohnson@hotmail.com,lavalle
113,universidad_nacional_de_tres_de_febrero,bioquímica,2021-01-10,anthony_garcia,nan,male,111.0,3013,brownchristy@yahoo.com,colonia_matilde
114,universidad_nacional_de_tres_de_febrero,licenciatura_en_planificación_y_diseño_del_paisaje,2020-11-19,theresa_morrison,nan,female,108.0,3226,orrstephanie@yahoo.com,buena_vista
115,universidad_nacional_de_tres_de_febrero,ciencias_veterinarias,2020-12-27,jennifer_smith,nan,female,96.0,8171,george98@hotmail.com,espartillar
116,universidad_nacional_de_tres_de_febrero,técnico_para_bioterios,2020-12-27,christina_parker,nan,female,109.0,6443,robertjohnson@yahoo.com,arano
117,universidad_nacional_de_tres_de_febrero,licenciatura_en_artes,2020-11-19,dennis_pugh,nan,male,19.0,2105,staciemorales@yahoo.com,cañada_rica
118,universidad_nacional_de_tres_de_febrero,licenciatura_en_producción_de_bioimagenes,2020-10-17,michelle_martin,nan,female,61.0,8153,ltravis@hotmail.com,balneario_oriente
119,universidad_nacional_de_tres_de_febrero,diseño_de_imagen_y_sonido,2020-12-02,crystal_henderson,nan,female,20.0,3214,rtorres@gmail.com,estacion_yerua
120,universidad_nacional_de_tres_de_febrero,licenciatura_en_planificación_y_diseño_del_paisaje,2020-11-12,edward_nelson,nan,male,88.0,5623,caldwellbridget@yahoo.com,atuel_sud
121,universidad_nacional_de_tres_de_febrero,diseño_industrial,2020-12-28,anthony_munoz,nan,male,25.0,3583,ryan64@gmail.com,isla_tigre
122,universidad_nacional_de_tres_de_febrero,ingeniería_electrónica,2020-10-20,crystal_wright,nan,female,76.0,9411,thomas56@gmail.com,base_aerea_teniente_matienzo
123,universidad_nacional_de_tres_de_febrero,licenciatura_en_sociología,2020-12-11,sandra_hardy_md,nan,female,97.0,3338,nathanmayer@gmail.com,17_de_agosto
124,universidad_nacional_de_tres_de_febrero,ingeniería_mecánica,2020-12-06,kelly_walton,nan,male,20.0,1847,jjohnson@yahoo.com,rafael_calzada
125,universidad_nacional_de_tres_de_febrero,ciencias_veterinarias,2020-10-30,michael_ortiz,nan,male,103.0,7116,mark77@hotmail.com,camaron_chico
126,universidad_nacional_de_tres_de_febrero,licenciatura_en_artes,2020-12-17,valerie_peters,nan,female,48.0,5340,david62@yahoo.com,agua_grande
127,universidad_nacional_de_tres_de_febrero,arquitectura,2020-12-09,tiffany_hammond,nan,female,104.0,5715,dgreen@hotmail.com,arbol_verde
128,universidad_nacional_de_tres_de_febrero,ciencias_veterinarias,2021-01-06,matthew_hicks,nan,male,110.0,1865,thunt@yahoo.com,el_pampero
129,universidad_nacional_de_tres_de_febrero,licenciatura_en_sociología,2020-09-23,david_johnson,nan,male,82.0,1834,qmarshall@gmail.com,temperley
130,universidad_nacional_de_tres_de_febrero,licenciatura_en_planificación_y_diseño_del_paisaje,2020-09-03,melissa_reyes,nan,female,91.0,3283,nelsonjamie@hotmail.com,colonia_mabragaña
131,universidad_nacional_de_tres_de_febrero,bioquímica,2020-10-01,ashley_grant,nan,female,30.0,2622,smithadam@yahoo.com,maggiolo
132,universidad_nacional_de_tres_de_febrero,licenciatura_en_psicología,2020-10-17,sophia_simmons,nan,female,112.0,4126,bennettbrenda@yahoo.com,el_brete
133,universidad_nacional_de_tres_de_febrero,licenciatura_en_ciencia_y_tecnología_de_alimentos,2020-11-15,holly_pope,nan,female,54.0,2763,vanessa09@hotmail.com,flamenco
134,universidad_nacional_de_tres_de_febrero,contador_público,2020-09-25,david_thompson,nan,male,19.0,3551,ruizernest@gmail.com,campo_monte_la_viruela
135,universidad_nacional_de_tres_de_febrero,licenciatura_en_gestión_de_agroalimentos,2021-01-16,christopher_blanchard,nan,male,104.0,1669,aaron64@yahoo.com,del_viso
136,universidad_nacional_de_tres_de_febrero,licenciatura_en_artes,2020-11-14,mitchell_dickson,nan,male,88.0,3587,riverajason@hotmail.com,san_antonio_de_obligado
137,universidad_nacional_de_tres_de_febrero,licenciatura_en_ciencias_geológicas,2020-09-02,gary_collins,nan,male,99.0,2601,fadams@gmail.com,la_chispa
138,universidad_nacional_de_tres_de_febrero,diseño_de_imagen_y_sonido,2020-11-24,mark_washington,nan,male,30.0,3248,lisa66@hotmail.com,caraguata
139,universidad_nacional_de_tres_de_febrero,diseño_de_imagen_y_sonido,2020-09-20,steven_fields,nan,male,105.0,6601,coffeyryan@yahoo.com,altamira
140,universidad_nacional_de_tres_de_febrero,licenciatura_en_kinesiología_y_fisiatría,2020-09-20,tammy_vaughn,nan,female,26.0,2315,joshua13@yahoo.com,estacion_saguier
141,universidad_nacional_de_tres_de_febrero,licenciatura_en_ciencias_de_la_computación,2020-11-02,christopher_washington,nan,male,70.0,3487,cramos@hotmail.com,puesto_de_isla
142,universidad_nacional_de_tres_de_febrero,licenciatura_en_ciencia_y_tecnología_de_alimentos,2020-11-29,scott_coleman,nan,male,105.0,8181,harrisamy@hotmail.com,azopardo
143,universidad_nacional_de_tres_de_febrero,licenciatura_en_producción_de_bioimagenes,2020-09-24,marcus_ball_md,nan,male,102.0,5707,wgarza@hotmail.com,aguaditas
144,universidad_nacional_de_tres_de_febrero,licenciatura_en_ciencias_de_la_educación,2020-09-20,steven_valdez,nan,male,39.0,2101,ryanmelanie@yahoo.com,albarellos
145,universidad_nacional_de_tres_de_febrero,ciencias_veterinarias,2020-10-09,cole_nielsen,nan,male,98.0,5386,williamsbonnie@gmail.com,amana
146,universidad_nacional_de_tres_de_febrero,licenciatura_en_planificación_y_diseño_del_paisaje,2020-09-27,catherine_johnson,nan,female,46.0,3427,mark49@gmail.com,abra
147,universidad_nacional_de_tres_de_febrero,diseño_industrial,2020-09-26,john_perez,nan,male,34.0,8415,grant91@gmail.com,arroyo_las_minas
148,universidad_nacional_de_tres_de_febrero,licenciatura_en_sociología,2020-11-04,mary_lyons_dvm,nan,female,62.0,1986,sthompson@yahoo.com,altamirano
149,universidad_nacional_de_tres_de_febrero,arquitectura,2021-01-20,angela_snyder,nan,female,115.0,2741,uwilliams@hotmail.com,el_retiro
150,universidad_nacional_de_tres_de_febrero,licenciatura_en_gestión_de_agroalimentos,2020-09-30,amanda_higgins,nan,female,110.0,6551,mclaughlinjustin@gmail.com,juan_f_ibarra
151,universidad_nacional_de_tres_de_febrero,licenciatura_en_relaciones_del_trabajo,2020-09-11,kim_romero,nan,female,37.0,2147,nwilliams@hotmail.com,san_genaro_norte
152,universidad_nacional_de_tres_de_febrero,licenciatura_en_ciencias_antropológicas,2020-12-17,mary_richardson,nan,female,33.0,5637,lynnswanson@hotmail.com,30_de_octubre
153,universidad_nacional_de_tres_de_febrero,licenciatura_en_producción_de_bioimagenes,2021-01-31,alfred_haas,nan,male,107.0,7267,sherry19@yahoo.com,alvarez_de_toledo
154,universidad_nacional_de_tres_de_febrero,ingeniería_mecánica,2020-12-10,autumn_pierce,nan,female,86.0,3262,claudiablake@yahoo.com,caseros
155,universidad_nacional_de_tres_de_febrero,arquitectura,2020-12-03,diamond_wright,nan,female,99.0,1625,bowenjennifer@yahoo.com,arroyo_canelon
156,universidad_nacional_de_tres_de_febrero,licenciatura_en_planificación_y_diseño_del_paisaje,2020-10-03,brett_robinson,nan,male,48.0,5582,osmith@hotmail.com,alberto_flores
157,universidad_nacional_de_tres_de_febrero,licenciatura_en_sociología,2021-01-19,vanessa_weaver,nan,female,96.0,6648,walterrodriguez@gmail.com,mecha
158,universidad_nacional_de_tres_de_febrero,diseño_industrial,2020-11-14,angela_cuevas,nan,female,74.0,6411,amy05@yahoo.com,bravo_del_dos
159,universidad_nacional_de_tres_de_febrero,licenciatura_en_producción_de_bioimagenes,2021-01-29,howard_koch,nan,male,50.0,5734,nancysmith@yahoo.com,la_ribera
160,universidad_nacional_de_tres_de_febrero,licenciatura_en_artes,2020-09-24,jessica_watson,nan,female,58.0,8109,dprice@hotmail.com,almirante_solier
161,universidad_nacional_de_tres_de_febrero,farmacia,2021-01-20,katherine_wiggins,nan,female,88.0,4411,cwalker@hotmail.com,sey
162,universidad_nacional_de_tres_de_febrero,licenciatura_en_terapia_ocupacional,2020-10-03,michael_page,nan,male,114.0,9007,matthew44@hotmail.com,el_jaguel
163,universidad_nacional_de_tres_de_febrero,arquitectura,2020-12-05,donald_williams,nan,male,38.0,5341,kingzachary@gmail.com,anillaco
164,universidad_nacional_de_tres_de_febrero,licenciatura_en_kinesiología_y_fisiatría,2020-11-23,charles_thompson,nan,male,41.0,2216,twallace@hotmail.com,campo_raffo
165,universidad_nacional_de_tres_de_febrero,licenciatura_en_ciencia_política,2020-12-07,jane_nelson,nan,female,68.0,5260,slopez@gmail.com,acheral
166,universidad_nacional_de_tres_de_febrero,licenciatura_en_ciencias_de_la_computación,2020-09-23,dr._nancy_thompson,nan,female,19.0,9411,elizabeth58@gmail.com,base_aerea_teniente_matienzo
167,universidad_nacional_de_tres_de_febrero,ingeniería_en_informática,2020-11-28,rhonda_fox,nan,female,115.0,5571,paulmcpherson@gmail.com,chivilcoy
168,universidad_nacional_de_tres_de_febrero,licenciatura_en_artes,2020-09-24,kevin_lee,nan,male,55.0,2921,fullerchristina@gmail.com,godoy
169,universidad_nacional_de_tres_de_febrero,licenciatura_en_artes,2021-01-31,melanie_white,nan,female,21.0,4234,rebeccacraig@hotmail.com,achalco
170,universidad_nacional_de_tres_de_febrero,medicina,2021-01-16,brandon_stout,nan,male,108.0,1913,wardrandall@gmail.com,atalaya
171,universidad_nacional_de_tres_de_febrero,licenciatura_en_psicología,2021-01-11,maria_salazar,nan,female,63.0,6365,elizabethpearson@yahoo.com,azteazu
172,universidad_nacional_de_tres_de_febrero,licenciatura_en_ciencia_política,2020-10-27,jacob_parker,nan,male,41.0,8148,oward@hotmail.com,estancia_las_isletas
