,university,career,inscription_date,first_name,last_name,gender,age,postal_code,location,email,fecha_nacimiento
11,UNIVERSIDAD_DEL_SALVADOR,LICENCIATURA_EN_CIENCIAS_GEOLÓGICAS,03-Sep-20, ,JOANN_HOWELL,F,-1,-1,AGUSTONI,WONGCALEB@YAHOO.COM,28-Mar-58
12,UNIVERSIDAD_DEL_SALVADOR,LICENCIATURA_EN_GESTIÓN_DE_AGROALIMENTOS,29-Nov-20, ,SARAH_AGUIRRE,F,-1,-1,CRISTIANO_MUERTO,PAUL08@GMAIL.COM,02-Dec-01
13,UNIVERSIDAD_DEL_SALVADOR,LICENCIATURA_EN_CIENCIAS_DE_LA_EDUCACIÓN_,23-Sep-20, ,ELIJAH_MURPHY,M,-1,-1,ARROYO_URQUIZA,DMILLER@HOTMAIL.COM,29-Sep-63
14,UNIVERSIDAD_DEL_SALVADOR,ACTUARIO_,18-Sep-20, ,JACQUELINE_LYNCH,F,-1,-1,BIGAND,KEITH17@GMAIL.COM,05-Feb-54
15,UNIVERSIDAD_DEL_SALVADOR,DISEÑO_INDUSTRIAL,06-Jan-21, ,DEVIN_LEWIS,M,-1,-1,EMPALME_FRONTERA,MARGARET60@GMAIL.COM,15-Jul-27
16,UNIVERSIDAD_DEL_SALVADOR,CONTADOR_PÚBLICO_,15-Sep-20, ,ROBERT_JOHNSON,M,-1,-1,JUAN_VELA,BROWNJANE@YAHOO.COM,01-Jun-74
17,UNIVERSIDAD_DEL_SALVADOR,CONTADOR_PÚBLICO_,23-Jan-21, ,TAMMY_RIOS,F,-1,-1,BENAVIDEZ,HSHORT@HOTMAIL.COM,16-Jul-44
18,UNIVERSIDAD_DEL_SALVADOR,DISEÑO_DE_IMAGEN_Y_SONIDO,30-Oct-20, ,MICHELLE_PATTERSON,F,-1,-1,AGUA_RICA,CROSALES@HOTMAIL.COM,10-Feb-52
19,UNIVERSIDAD_DEL_SALVADOR,LICENCIATURA_EN_PLANIFICACIÓN_Y_DISEÑO_DEL_PAISAJE,13-Sep-20, ,MARCUS_PAYNE,M,-1,-1,APEADERO_LAS_CHIMBAS,ERICSULLIVAN@YAHOO.COM,11-Dec-15
20,UNIVERSIDAD_DEL_SALVADOR,LICENCIATURA_EN_ADMINISTRACIÓN_,22-Oct-20, ,DIANE_SNYDER,F,-1,-1,COLONIA_SANTA_TERESA,XHAYDEN@HOTMAIL.COM,03-Apr-29
21,UNIVERSIDAD_DEL_SALVADOR,LICENCIATURA_EN_CIENCIAS_AMBIENTALES,02-Sep-20, ,RACHEL_MILLER,F,-1,-1,ABRA_DE_HINOJO,BRIAN17@GMAIL.COM,17-Dec-78
22,UNIVERSIDAD_DEL_SALVADOR,LICENCIATURA_EN_CIENCIA_Y_TECNOLOGÍA_DE_ALIMENTOS,28-Jan-21, ,BRADLEY_BROWN,M,-1,-1,COLONIA_LAS_YESCAS,VALERIECRAIG@YAHOO.COM,12-Jul-57
23,UNIVERSIDAD_DEL_SALVADOR,ACTUARIO_,01-Feb-21, ,KYLE_MELENDEZ,M,-1,-1,9_DE_ABRIL,EMILYCURRY@HOTMAIL.COM,14-May-15
24,UNIVERSIDAD_DEL_SALVADOR,TÉCNICO_PARA_BIOTERIOS_,13-Oct-20, ,TIFFANY_JENSEN,F,-1,-1,VILLA_SAUCE,WSHELTON@HOTMAIL.COM,13-Aug-29
25,UNIVERSIDAD_DEL_SALVADOR,LICENCIATURA_EN_ADMINISTRACIÓN_,14-Oct-20, ,TRACY_COLE,M,-1,-1,KILOMETRO_184,CALDWELLJENNIFER@YAHOO.COM,16-Jul-22
26,UNIVERSIDAD_DEL_SALVADOR,LICENCIATURA_EN_ARTES,03-Jan-21, ,CRYSTAL_BENNETT,F,-1,-1,ALMIRANTE_IRIZAR,MOLLYPORTER@HOTMAIL.COM,06-Oct-72
27,UNIVERSIDAD_DEL_SALVADOR,LICENCIATURA_EN_TERAPIA_OCUPACIONAL,02-Oct-20, ,CRAIG_AUSTIN,M,-1,-1,ALDEA_APELEG,HERNANDEZREBECCA@HOTMAIL.COM,19-Mar-62
28,UNIVERSIDAD_DEL_SALVADOR,LICENCIATURA_EN_CIENCIA_Y_TECNOLOGÍA_DE_ALIMENTOS,20-Sep-20, ,ELIZABETH_MORENO,F,-1,-1,AGUA_DE_LA_ZORRA,TAYLORLORI@YAHOO.COM,28-Jun-06
29,UNIVERSIDAD_DEL_SALVADOR,LICENCIATURA_EN_SOCIOLOGÍA_,03-Sep-20, ,AMY_SMITH,F,-1,-1,ACASSUSO,MARTINEZMICHAEL@HOTMAIL.COM,29-Oct-28
30,UNIVERSIDAD_DEL_SALVADOR,LICENCIATURA_EN_ADMINISTRACIÓN_,05-Oct-20, ,MICHAEL_GONZALEZ,M,-1,-1,COLONIA_EGIDO,ATKINSONCHARLES@HOTMAIL.COM,24-Oct-56
31,UNIVERSIDAD_DEL_SALVADOR,LICENCIATURA_EN_CIENCIA_Y_TECNOLOGÍA_DE_ALIMENTOS,25-Dec-20, ,FRANK_HALE,M,-1,-1,CAMPO_RAFFO,CASTILLORONALD@GMAIL.COM,06-Nov-13
32,UNIVERSIDAD_DEL_SALVADOR,LICENCIATURA_EN_PRODUCCIÓN_DE_BIOIMAGENES,21-Sep-20, ,JASON_JOHNSON,M,-1,-1,LEUBUCO,STEVEN06@GMAIL.COM,26-Dec-69
33,UNIVERSIDAD_DEL_SALVADOR,INGENIERÍA_MECÁNICA,14-Oct-20, ,ANGELA_STOKES,F,-1,-1,BARRIO_VILLA_ADELA,BAXTERMICHAEL@HOTMAIL.COM,07-Oct-18
34,UNIVERSIDAD_DEL_SALVADOR,LICENCIATURA_EN_CIENCIA_POLÍTICA_,07-Jan-21, ,KELLY_COHEN,F,-1,-1,LA_CALIFORNIA,DAWN60@GMAIL.COM,27-Feb-72
35,UNIVERSIDAD_DEL_SALVADOR,LICENCIATURA_EN_PRODUCCIÓN_DE_BIOIMAGENES,30-Dec-20, ,DONALD_MERCER,M,-1,-1,30_DE_AGOSTO,RYAN73@YAHOO.COM,24-Apr-27
36,UNIVERSIDAD_DEL_SALVADOR,LICENCIATURA_EN_RELACIONES_DEL_TRABAJO_,08-Jan-21, ,LINDA_GOODWIN,F,-1,-1,PIAMONTE,DIXONCHRISTINA@YAHOO.COM,08-Nov-57
37,UNIVERSIDAD_DEL_SALVADOR,INGENIERÍA_EN_INFORMÁTICA,24-Dec-20, ,JOHN_JOHNSON,M,-1,-1,APOSTOLES,XDIAZ@GMAIL.COM,08-Nov-03
38,UNIVERSIDAD_DEL_SALVADOR,LICENCIATURA_EN_CIENCIAS_ANTROPOLÓGICAS,27-Jan-21, ,THOMAS_CAMACHO,M,-1,-1,COSTA_GRANDE,YBROWN@GMAIL.COM,16-Jan-94
39,UNIVERSIDAD_DEL_SALVADOR,FARMACIA,03-Sep-20, ,STEVEN_ROBINSON,M,-1,-1,ASERRADERO_ARROYO,IPHILLIPS@YAHOO.COM,22-Jun-11
40,UNIVERSIDAD_DEL_SALVADOR,FARMACIA,16-Jan-21, ,TIMOTHY_WARREN,M,-1,-1,LA_FLORENCIA,JOHNSONSHEENA@YAHOO.COM,19-Feb-19
41,UNIVERSIDAD_DEL_SALVADOR,INGENIERÍA_ELECTRÓNICA,28-Nov-20, ,EDWARD_WHEELER,M,-1,-1,BONNEMENT,BURNETTBRIAN@YAHOO.COM,02-Nov-63
42,UNIVERSIDAD_DEL_SALVADOR,LICENCIATURA_EN_TERAPIA_OCUPACIONAL,13-Oct-20, ,GINA_STEVENS,F,-1,-1,COLONIA_TACURALES,JASMINE29@HOTMAIL.COM,05-Jun-74
43,UNIVERSIDAD_DEL_SALVADOR,LICENCIATURA_EN_KINESIOLOGÍA_Y_FISIATRÍA,08-Nov-20, ,JARED_SIMPSON,M,-1,-1,AGUARA_CUA,DEREKNELSON@GMAIL.COM,29-May-92
44,UNIVERSIDAD_DEL_SALVADOR,ACTUARIO_,22-Oct-20, ,JAMIE_WILSON,F,-1,-1,HUASA_PAMPA_NORTE,NELSONBRIAN@YAHOO.COM,15-Jun-90
45,UNIVERSIDAD_DEL_SALVADOR,LICENCIATURA_EN_GESTIÓN_DE_AGROALIMENTOS,29-Dec-20, ,EDGAR_STUART,M,-1,-1,OLASCOAGA,OSTEPHENS@GMAIL.COM,10-Feb-78
46,UNIVERSIDAD_DEL_SALVADOR,ACTUARIO_,01-Sep-20, ,KIM_GARZA,F,-1,-1,AGUA_LINDA,LWILSON@HOTMAIL.COM,31-Dec-28
47,UNIVERSIDAD_DEL_SALVADOR,LICENCIATURA_EN_CIENCIA_Y_TECNOLOGÍA_DE_ALIMENTOS,25-Sep-20, ,KAREN_HAMILTON,F,-1,-1,LA_AGUADA_DE_LAS_ANIMAS,TIMOTHYBERRY@YAHOO.COM,26-Apr-04
48,UNIVERSIDAD_DEL_SALVADOR,LICENCIATURA_EN_CIENCIAS_BIOLÓGICAS,05-Oct-20, ,ASHLEY_BROWN,F,-1,-1,COLONIA_HANSEN,ROBERTSROBERT@YAHOO.COM,08-Jan-84
49,UNIVERSIDAD_DEL_SALVADOR,LICENCIATURA_EN_GESTIÓN_DE_AGROALIMENTOS,28-Nov-20, ,TIMOTHY_MEDINA,M,-1,-1,ANTONIO_TOMAS,ERIN20@YAHOO.COM,18-Oct-11
50,UNIVERSIDAD_DEL_SALVADOR,AGRONOMÍA,14-Sep-20, ,MICHAEL_MUNOZ,M,-1,-1,ACHALCO,WHITNEY22@YAHOO.COM,29-Mar-68
51,UNIVERSIDAD_DEL_SALVADOR,DISEÑO_INDUSTRIAL,18-Oct-20, ,BRIAN_GILLESPIE,M,-1,-1,ADELA_CORTI,MICHAELHAMPTON@GMAIL.COM,10-Nov-72
52,UNIVERSIDAD_DEL_SALVADOR,LICENCIATURA_EN_GESTIÓN_DE_AGROALIMENTOS,01-Dec-20, ,BRANDON_JONES,M,-1,-1,ARROYO_PESCADO,DENISE90@GMAIL.COM,03-Jun-14
53,UNIVERSIDAD_DEL_SALVADOR,LICENCIATURA_EN_ADMINISTRACIÓN_,29-Dec-20, ,DARLENE_ESTRADA,F,-1,-1,CARAGUATAY,DYLAN54@GMAIL.COM,16-Apr-49
54,UNIVERSIDAD_DEL_SALVADOR,LICENCIATURA_EN_CIENCIAS_ANTROPOLÓGICAS,12-Oct-20, ,KATHERINE_BOND,F,-1,-1,AGOTE,IANDRADE@GMAIL.COM,18-Jun-38
55,UNIVERSIDAD_DEL_SALVADOR,LICENCIATURA_EN_CIENCIAS_BIOLÓGICAS,24-Sep-20, ,KEVIN_AUSTIN,M,-1,-1,ALBARDON,EVAN49@GMAIL.COM,27-Feb-21
56,UNIVERSIDAD_DEL_SALVADOR,CONTADOR_PÚBLICO_,25-Jan-21, ,RUTH_MILLER,F,-1,-1,DEL_VISO,SABRINA79@HOTMAIL.COM,20-Jun-31
57,UNIVERSIDAD_DEL_SALVADOR,CIENCIAS_VETERINARIAS,19-Nov-20, ,MRS._JORDAN_GONZALEZ,F,-1,-1,CAÑADA,KJACKSON@GMAIL.COM,25-Oct-68
58,UNIVERSIDAD_DEL_SALVADOR,TÉCNICO_PARA_BIOTERIOS_,31-Dec-20, ,CHRISTOPHER_MORALES,M,-1,-1,ALEGRIA,KPARK@HOTMAIL.COM,18-Feb-88
59,UNIVERSIDAD_DEL_SALVADOR,AGRONOMÍA,06-Jan-21, ,NICHOLE_FLORES,F,-1,-1,COLONIA_LOS_SAUCES,COLLINSSTEPHEN@GMAIL.COM,07-Jun-11
60,UNIVERSIDAD_DEL_SALVADOR,FARMACIA,06-Nov-20, ,KATHY_WILLIAMS,F,-1,-1,AGUA_COLORADA,BROOKE36@HOTMAIL.COM,19-Jan-27
61,UNIVERSIDAD_DEL_SALVADOR,LICENCIATURA_EN_SOCIOLOGÍA_,20-Sep-20, ,EDWIN_JACKSON,M,-1,-1,CENTINELA,ANDERSONNATALIE@HOTMAIL.COM,11-Oct-05
62,UNIVERSIDAD_DEL_SALVADOR,CONTADOR_PÚBLICO_,13-Jan-21, ,STEVEN_SMITH,M,-1,-1,25_DE_MAYO,JASON52@GMAIL.COM,23-May-16
63,UNIVERSIDAD_DEL_SALVADOR,MEDICINA,07-Sep-20, ,CARLOS_RICHARDS,M,-1,-1,ARRIBEÑOS,BRITTANY00@GMAIL.COM,09-Jun-87
64,UNIVERSIDAD_DEL_SALVADOR,LICENCIATURA_EN_PRODUCCIÓN_DE_BIOIMAGENES,06-Jan-21, ,JENNIFER_CLARK,F,-1,-1,JESUS_MARIA,JOHN42@GMAIL.COM,08-Apr-13
65,UNIVERSIDAD_DEL_SALVADOR,LICENCIATURA_EN_PSICOLOGÍA,02-Nov-20, ,GAIL_PALMER,F,-1,-1,SAN_JOSE_DE_PIEDRA_BLANCA,GLANE@YAHOO.COM,14-Dec-49
66,UNIVERSIDAD_DEL_SALVADOR,CONTADOR_PÚBLICO_,09-Sep-20, ,BRANDI_PATTERSON,F,-1,-1,ARAÑITA,PATRICKWRIGHT@HOTMAIL.COM,02-Jul-49
67,UNIVERSIDAD_DEL_SALVADOR,LICENCIATURA_EN_RELACIONES_DEL_TRABAJO_,25-Sep-20, ,JAMES_BRADLEY,M,-1,-1,VILLARS,MATTHEW74@YAHOO.COM,29-Jan-16
68,UNIVERSIDAD_DEL_SALVADOR,FARMACIA,06-Jan-21, ,CRYSTAL_BOWMAN,F,-1,-1,AGUA_DE_CASTILLA,JONATHAN51@GMAIL.COM,06-Mar-26
69,UNIVERSIDAD_DEL_SALVADOR,LICENCIATURA_EN_GESTIÓN_DE_AGROALIMENTOS,28-Dec-20, ,LISA_BENNETT,F,-1,-1,CAMPO_COUBERT,MAXWELLLAUREN@HOTMAIL.COM,07-Aug-65
70,UNIVERSIDAD_DEL_SALVADOR,TÉCNICO_PARA_BIOTERIOS_,08-Nov-20, ,LISA_MARTINEZ,F,-1,-1,ABRA_EL_CANDADO,ROSE80@HOTMAIL.COM,25-Aug-67
71,UNIVERSIDAD_DEL_SALVADOR,LICENCIATURA_EN_PLANIFICACIÓN_Y_DISEÑO_DEL_PAISAJE,12-Dec-20, ,LISA_MCBRIDE,F,-1,-1,ALZAGA,THOMPSONCRAIG@HOTMAIL.COM,17-Oct-20
72,UNIVERSIDAD_DEL_SALVADOR,INGENIERÍA_ELECTRÓNICA,12-Jan-21, ,TONY_FIGUEROA,M,-1,-1,TEMPERLEY,MICHELEWILLIAMS@GMAIL.COM,16-Dec-11
73,UNIVERSIDAD_DEL_SALVADOR,DISEÑO_INDUSTRIAL,14-Nov-20, ,NICOLE_SANDERS,F,-1,-1,ZONA_DELTA_SAN_FERNANDO,YCLARK@HOTMAIL.COM,07-Oct-32
74,UNIVERSIDAD_DEL_SALVADOR,LICENCIATURA_EN_MUSICOTERAPIA,07-Oct-20, ,HECTOR_GARZA,M,-1,-1,SAN_FERNANDO,TRACYMORALES@YAHOO.COM,11-Feb-34
75,UNIVERSIDAD_DEL_SALVADOR,LICENCIATURA_EN_SOCIOLOGÍA_,29-Dec-20, ,WILLIAM_CARTER,M,-1,-1,FLORENCIO_VARELA,AMCCLURE@GMAIL.COM,13-Sep-60
76,UNIVERSIDAD_DEL_SALVADOR,LICENCIATURA_EN_CIENCIAS_GEOLÓGICAS,14-Dec-20, ,JAMES_CONLEY,M,-1,-1,ALMACEN_LA_COLINA,APRILBELL@YAHOO.COM,31-Oct-84
77,UNIVERSIDAD_DEL_SALVADOR,LICENCIATURA_EN_CIENCIAS_AMBIENTALES,13-Nov-20, ,KENDRA_HILL,F,-1,-1,CAPDEPONT,CALEBSIMS@HOTMAIL.COM,25-Jan-00
78,UNIVERSIDAD_DEL_SALVADOR,ACTUARIO_,30-Dec-20, ,JESSICA_SMITH,F,-1,-1,CEBALLOS,WALKERCHRISTOPHER@HOTMAIL.COM,22-Dec-58
79,UNIVERSIDAD_DEL_SALVADOR,DISEÑO_INDUSTRIAL,25-Nov-20, ,MICHELLE_HOLMES,F,-1,-1,PRIMERA_JUNTA,GONZALEZVANESSA@YAHOO.COM,31-May-72
80,UNIVERSIDAD_DEL_SALVADOR,LICENCIATURA_EN_TERAPIA_OCUPACIONAL,19-Dec-20, ,JORDAN_JOSEPH,M,-1,-1,COLONIA_CELINA,YSMITH@YAHOO.COM,19-Apr-40
81,UNIVERSIDAD_DEL_SALVADOR,LICENCIATURA_EN_SOCIOLOGÍA_,03-Dec-20, ,KATHY_FOWLER,F,-1,-1,VALLE_DE_LAS_LEÑAS,DKING@HOTMAIL.COM,04-Jul-17
82,UNIVERSIDAD_DEL_SALVADOR,TÉCNICO_PARA_BIOTERIOS_,28-Nov-20, ,SUSAN_YOUNG,F,-1,-1,CAMPO_QUIÑONES,AMY45@YAHOO.COM,25-Mar-09
83,UNIVERSIDAD_DEL_SALVADOR,AGRONOMÍA,12-Nov-20, ,MELISSA_HERNANDEZ,F,-1,-1,CHACRAS_VIEJAS,LEWISRANDY@GMAIL.COM,14-Dec-13
84,UNIVERSIDAD_DEL_SALVADOR,LICENCIATURA_EN_RELACIONES_DEL_TRABAJO_,16-Oct-20, ,NICHOLAS_WOOD,M,-1,-1,BAHIA_CRACHER,LUCASDOUGLAS@GMAIL.COM,14-Jul-43
85,UNIVERSIDAD_DEL_SALVADOR,INGENIERÍA_ELECTRÓNICA,28-Oct-20, ,GABRIELLE_WOOD,F,-1,-1,ISLA_GRAN_MALVINA,KMORRIS@GMAIL.COM,08-May-42
86,UNIVERSIDAD_DEL_SALVADOR,LICENCIATURA_EN_CIENCIAS_DE_LA_EDUCACIÓN_,14-Sep-20, ,KIMBERLY_FLOYD,F,-1,-1,ALBARDON,PAULBURCH@GMAIL.COM,03-Aug-16
87,UNIVERSIDAD_DEL_SALVADOR,LICENCIATURA_EN_KINESIOLOGÍA_Y_FISIATRÍA,01-Sep-20, ,RYAN_SILVA,M,-1,-1,COMANDANTE_LEAL,HEATHER60@GMAIL.COM,13-Jan-25
88,UNIVERSIDAD_DEL_SALVADOR,LICENCIATURA_EN_CIENCIA_Y_TECNOLOGÍA_DE_ALIMENTOS,23-Oct-20, ,ERIC_FITZPATRICK,M,-1,-1,AMENABAR,HARRISONCYNTHIA@GMAIL.COM,23-Oct-17
89,UNIVERSIDAD_DEL_SALVADOR,INGENIERÍA_EN_INFORMÁTICA,28-Jan-21, ,KIM_DANIELS,F,-1,-1,CARAGUATA,LARRYWILSON@HOTMAIL.COM,19-May-91
90,UNIVERSIDAD_DEL_SALVADOR,LICENCIATURA_EN_PLANIFICACIÓN_Y_DISEÑO_DEL_PAISAJE,14-Dec-20, ,JORDAN_HERRING,F,-1,-1,CORBETT,GONZALEZSHAWN@GMAIL.COM,16-Feb-58
91,UNIVERSIDAD_DEL_SALVADOR,LICENCIATURA_EN_PLANIFICACIÓN_Y_DISEÑO_DEL_PAISAJE,14-Oct-20, ,CHELSEY_DURHAM,F,-1,-1,COLONIA_ALBERDI,ROBLESTHOMAS@GMAIL.COM,10-Apr-83
92,UNIVERSIDAD_DEL_SALVADOR,LICENCIATURA_EN_SOCIOLOGÍA_,15-Dec-20, ,SAVANNAH_RODRIGUEZ,F,-1,-1,DESAMPARADOS,AMYCABRERA@HOTMAIL.COM,25-Mar-26
93,UNIVERSIDAD_DEL_SALVADOR,LICENCIATURA_EN_SOCIOLOGÍA_,30-Nov-20, ,PATRICK_PEARSON,M,-1,-1,JUAN_F_IBARRA,CPHILLIPS@GMAIL.COM,12-Oct-76
94,UNIVERSIDAD_DEL_SALVADOR,AGRONOMÍA,02-Jan-21, ,JOSHUA_FARRELL,M,-1,-1,ALDAO,BIRDERICA@HOTMAIL.COM,20-Jun-76
95,UNIVERSIDAD_DEL_SALVADOR,LICENCIATURA_EN_CIENCIAS_GEOLÓGICAS,30-Nov-20, ,MAUREEN_MCCALL,F,-1,-1,CAPITAN_CASTRO,STEPHEN46@HOTMAIL.COM,01-May-34
96,UNIVERSIDAD_DEL_SALVADOR,LICENCIATURA_EN_ADMINISTRACIÓN_,12-Oct-20, ,SEAN_MILLER,M,-1,-1,FUNKE,RUSSELLBRYAN@HOTMAIL.COM,07-Mar-07
97,UNIVERSIDAD_DEL_SALVADOR,LICENCIATURA_EN_KINESIOLOGÍA_Y_FISIATRÍA,16-Oct-20, ,JESSICA_FLOYD,F,-1,-1,COLONIA_BELGA_AMERICANA,VALENCIAJULIE@GMAIL.COM,14-Jul-10
98,UNIVERSIDAD_DEL_SALVADOR,LICENCIATURA_EN_CIENCIAS_AMBIENTALES,05-Dec-20, ,DEREK_BAILEY,M,-1,-1,COLONIA_DOS_ROSAS_Y_LA_LEGUA,HALEYRODRIGUEZ@YAHOO.COM,15-Jan-41
99,UNIVERSIDAD_DEL_SALVADOR,CIENCIAS_VETERINARIAS,22-Dec-20, ,MRS._ELIZABETH_THOMPSON_DVM,F,-1,-1,BARCENA,PAULAWINTERS@GMAIL.COM,29-Sep-08
100,UNIVERSIDAD_DEL_SALVADOR,LICENCIATURA_EN_RELACIONES_DEL_TRABAJO_,02-Sep-20, ,ANNA_WILLIAMS,F,-1,-1,LA_LIMPIA,ELIZABETH50@YAHOO.COM,21-Jul-99
101,UNIVERSIDAD_DEL_SALVADOR,LICENCIATURA_EN_CIENCIA_Y_TECNOLOGÍA_DE_ALIMENTOS,04-Jan-21, ,WILLIAM_MOORE,M,-1,-1,AMERICA,VHOLMES@YAHOO.COM,26-May-30
102,UNIVERSIDAD_DEL_SALVADOR,ARQUITECTURA,20-Sep-20, ,MALLORY_VILLARREAL,F,-1,-1,AGUARA_CUA,PORTERDAVE@YAHOO.COM,26-Jan-81
103,UNIVERSIDAD_DEL_SALVADOR,LICENCIATURA_EN_SOCIOLOGÍA_,25-Dec-20, ,LAURIE_SMITH,F,-1,-1,CUARTEL_IV,LINDSAYHENRY@HOTMAIL.COM,30-Dec-52
104,UNIVERSIDAD_DEL_SALVADOR,ACTUARIO_,23-Sep-20, ,MICHAEL_ORTEGA,M,-1,-1,CARAPACHAY,WRIGHTLISA@HOTMAIL.COM,16-Jun-32
105,UNIVERSIDAD_DEL_SALVADOR,ACTUARIO_,01-Oct-20, ,DAVID_BROWN,M,-1,-1,BLANDENGUES,CARTERKEITH@HOTMAIL.COM,10-Dec-94
106,UNIVERSIDAD_DEL_SALVADOR,FARMACIA,24-Sep-20, ,JEFFREY_MILLER,M,-1,-1,PAZOS_KANKI,RACHEL07@YAHOO.COM,11-Feb-32
107,UNIVERSIDAD_DEL_SALVADOR,LICENCIATURA_EN_CIENCIAS_BIOLÓGICAS,18-Nov-20, ,APRIL_ROSE,F,-1,-1,SIERRA_DE_LA_VENTANA,VANESSA38@YAHOO.COM,23-Jul-45
108,UNIVERSIDAD_DEL_SALVADOR,LICENCIATURA_EN_CIENCIAS_GEOLÓGICAS,27-Oct-20, ,JAVIER_BURGESS,M,-1,-1,COLONIA_PUJOL,JOSHUARICHARDSON@YAHOO.COM,15-Jan-14
109,UNIVERSIDAD_DEL_SALVADOR,CIENCIAS_VETERINARIAS,03-Oct-20, ,BRIAN_REYNOLDS,M,-1,-1,BARRIO_EL_TONTAL,MATTHEWADAMS@HOTMAIL.COM,27-Jan-23
110,UNIVERSIDAD_DEL_SALVADOR,LICENCIATURA_EN_CIENCIAS_AMBIENTALES,02-Nov-20, ,KATHLEEN_ANDERSON,F,-1,-1,ALTO_CALILEGUA,WILCOXCAITLIN@YAHOO.COM,26-Dec-95
111,UNIVERSIDAD_DEL_SALVADOR,LICENCIATURA_EN_PSICOLOGÍA,09-Sep-20, ,TIMOTHY_THOMAS,M,-1,-1,IFRAN,AFISHER@HOTMAIL.COM,04-Jul-75
112,UNIVERSIDAD_DEL_SALVADOR,MEDICINA,13-Dec-20, ,ETHAN_PERRY,M,-1,-1,ISLA_TIGRE,DIANARUSSELL@YAHOO.COM,17-Mar-49
113,UNIVERSIDAD_DEL_SALVADOR,LICENCIATURA_EN_GESTIÓN_DE_AGROALIMENTOS,07-Oct-20, ,MAUREEN_LONG,F,-1,-1,ABALO,NATHANIEL42@HOTMAIL.COM,18-Aug-22
114,UNIVERSIDAD_DEL_SALVADOR,LICENCIATURA_EN_CIENCIAS_DE_LA_EDUCACIÓN_,06-Nov-20, ,SANDRA_COOPER,F,-1,-1,CARAGUATAY,THALL@YAHOO.COM,05-Oct-03
115,UNIVERSIDAD_DEL_SALVADOR,FARMACIA,10-Dec-20, ,DENISE_SANCHEZ,F,-1,-1,LA_ISABEL,HILLADAM@GMAIL.COM,12-Nov-14
116,UNIVERSIDAD_DEL_SALVADOR,LICENCIATURA_EN_CIENCIAS_GEOLÓGICAS,03-Sep-20, ,CHRISTOPHER_JOHNSON,M,-1,-1,ESMERALDA,CONWAYWILLIAM@GMAIL.COM,16-Mar-79
117,UNIVERSIDAD_DEL_SALVADOR,LICENCIATURA_EN_CIENCIAS_DE_LA_COMPUTACIÓN,16-Nov-20, ,TAMMY_CLARK,F,-1,-1,ANDALUCIA,BRENDAHUNT@YAHOO.COM,22-Oct-43
