university,career,first_name,last_name,inscription_date,gender,age,email,postal_code,location
UNIVERSIDAD-DEL-CINE,INGENIERÍA-EN-INFORMÁTICA,0,RYAN-COLLINS,03-05-2020,M,0,STACEY53@HOTMAIL.COM,0,CHILECITO
UNIVERSIDAD-DEL-CINE,INGENIERÍA-ELECTRÓNICA,0,GAIL-GIBSON,31-03-2020,F,0,WHEELERPAMELA@HOTMAIL.COM,0,COLONIA-BOMBAL-Y-TABANERA
UNIVERSIDAD-DEL-CINE,ARQUITECTURA,0,DARRELL-CHAPMAN,29-10-2020,M,0,CTHOMAS@HOTMAIL.COM,0,AGUA-RICA
UNIVERSIDAD-DEL-CINE,ACTUARIO-,0,JONATHAN-REEVES,15-03-2020,M,0,KRISTA39@GMAIL.COM,0,9-DE-JULIO
UNIVERSIDAD-DEL-CINE,FARMACIA,0,MELISSA-LEE,05-02-2020,F,0,ASHLEYSTONE@GMAIL.COM,0,AGUIRRE-CUE
UNIVERSIDAD-DEL-CINE,DISEÑO-INDUSTRIAL,0,DR.-KIMBERLY-MEYER,01-07-2020,F,0,CURTIS72@HOTMAIL.COM,0,ARROYITO
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-CIENCIAS-BIOLÓGICAS,0,KATHRYN-HUNT,23-07-2020,F,0,SUSAN03@YAHOO.COM,0,BARRO-NEGRO
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-CIENCIAS-DE-LA-EDUCACIÓN-,0,KIMBERLY-MOORE,13-11-2020,F,0,NHILL@HOTMAIL.COM,0,ABRA-GUAZU
UNIVERSIDAD-DEL-CINE,AGRONOMÍA,0,MRS.-ELIZABETH-WILLIS,24-06-2020,F,0,JAYWERNER@GMAIL.COM,0,LA-PORTEÑA
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-KINESIOLOGÍA-Y-FISIATRÍA,0,CHAD-NELSON,09-12-2020,M,0,BENJAMIN04@YAHOO.COM,0,ANTA
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-KINESIOLOGÍA-Y-FISIATRÍA,0,CYNTHIA-KING,16-02-2020,F,0,RPATEL@HOTMAIL.COM,0,COLONIA-LOS-TRES-USARIS
UNIVERSIDAD-DEL-CINE,FARMACIA,0,ANNA-BULLOCK,17-05-2020,F,0,ADAMWRIGHT@GMAIL.COM,0,8-DE-DICIEMBRE
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-CIENCIAS-BIOLÓGICAS,0,RANDALL-STEWART,05-04-2020,M,0,SSTANTON@HOTMAIL.COM,0,MORON
UNIVERSIDAD-DEL-CINE,CIENCIAS-VETERINARIAS,0,JESSICA-MARKS,16-12-2020,F,0,JEFFREY47@GMAIL.COM,0,COLONIA-CAMPO-PIAGGIO
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-CIENCIAS-ANTROPOLÓGICAS,0,DANIELLE-JOHNSON,12-09-2020,F,0,NUNEZTRACY@YAHOO.COM,0,DIAMANTE
UNIVERSIDAD-DEL-CINE,INGENIERÍA-MECÁNICA,0,ANNA-PHELPS,05-08-2020,F,0,HUGHESCOURTNEY@YAHOO.COM,0,KILOMETRO-23
UNIVERSIDAD-DEL-CINE,TÉCNICO-PARA-BIOTERIOS-,0,NATASHA-ROBBINS,26-07-2020,F,0,SMITHJESSICA@YAHOO.COM,0,GENERAL-HORNOS
UNIVERSIDAD-DEL-CINE,ACTUARIO-,0,PAMELA-LANE,26-11-2020,F,0,LOPEZASHLEY@YAHOO.COM,0,EMPALME-VILLA-CONSTITUCION
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-KINESIOLOGÍA-Y-FISIATRÍA,0,ANTONIO-BARRETT,28-06-2020,M,0,LEWISTROY@HOTMAIL.COM,0,IGARZABAL
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-PRODUCCIÓN-DE-BIOIMAGENES,0,APRIL-MARSHALL,02-11-2020,F,0,XLYNCH@YAHOO.COM,0,DESVIO-BOERO
UNIVERSIDAD-DEL-CINE,CONTADOR-PÚBLICO-,0,DONALD-MILLER,03-06-2020,M,0,STEPHANIE10@HOTMAIL.COM,0,LUIS-CHICO
UNIVERSIDAD-DEL-CINE,CIENCIAS-VETERINARIAS,0,KATHLEEN-DEAN,04-09-2020,F,0,WMORRIS@GMAIL.COM,0,KILOMETRO-77
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-CIENCIA-Y-TECNOLOGÍA-DE-ALIMENTOS,0,AMANDA-WILSON,12-03-2020,F,0,MOODYANGELA@HOTMAIL.COM,0,AGUA-COLORADA
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-MUSICOTERAPIA,0,MATTHEW-FINLEY,14-09-2020,M,0,BRIANPARKER@HOTMAIL.COM,0,AGUARA-CUA
UNIVERSIDAD-DEL-CINE,BIOQUÍMICA,0,TIFFANY-JONES,02-08-2020,F,0,TODD30@HOTMAIL.COM,0,ATREUCO
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-PSICOLOGÍA,0,JOHN-SMITH,02-02-2020,M,0,SUZANNE28@HOTMAIL.COM,0,LAS-PERLAS
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-CIENCIA-Y-TECNOLOGÍA-DE-ALIMENTOS,0,JOHN-WALKER,19-07-2020,M,0,SUSANRICE@GMAIL.COM,0,AVENIDA-EJERCITO-PARANA
UNIVERSIDAD-DEL-CINE,TÉCNICO-PARA-BIOTERIOS-,0,DARIN-LONG,12-10-2020,M,0,BURNSSTEVEN@HOTMAIL.COM,0,BENITO-JUAREZ
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-CIENCIAS-BIOLÓGICAS,0,REBECCA-JOHNSON,29-06-2020,F,0,MARCUSPETERSON@YAHOO.COM,0,ESTANCIA-SANTA-CATALINA
UNIVERSIDAD-DEL-CINE,AGRONOMÍA,0,LEAH-DOUGHERTY,23-08-2020,F,0,BWHITE@GMAIL.COM,0,ALAMOS
UNIVERSIDAD-DEL-CINE,ACTUARIO-,0,DR.-DOUGLAS-LE,18-08-2020,M,0,HEATHERLEVY@YAHOO.COM,0,COLONIA-EL-POTRERO
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-CIENCIAS-DE-LA-EDUCACIÓN-,0,STEPHEN-BECK,10-06-2020,M,0,MITCHELLLISA@GMAIL.COM,0,ALCETE
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-CIENCIAS-DE-LA-COMPUTACIÓN,0,MEGAN-HERNANDEZ,10-04-2020,F,0,CHERNANDEZ@HOTMAIL.COM,0,ISLA-VICTORIA
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-CIENCIA-POLÍTICA-,0,RACHEL-PARKER,03-04-2020,F,0,ELIZABETHOBRIEN@GMAIL.COM,0,BAÑADO-SAN-ANTONIO
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-PRODUCCIÓN-DE-BIOIMAGENES,0,MATTHEW-ANDERSON,03-09-2020,M,0,KAREN35@YAHOO.COM,0,CALERA-LA-NORMA
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-CIENCIAS-DE-LA-COMPUTACIÓN,0,DAVID-BURNS,26-10-2020,M,0,ELIZABETH62@HOTMAIL.COM,0,ESTACION-CHRISTOPHERSEN
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-MUSICOTERAPIA,0,SARA-BARNETT,15-02-2020,F,0,YBUTLER@HOTMAIL.COM,0,VILLA-SABOYA
UNIVERSIDAD-DEL-CINE,ARQUITECTURA,0,ISABEL-HARRISON,24-06-2020,F,0,THOMAS32@YAHOO.COM,0,BERDUC
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-CIENCIA-POLÍTICA-,0,KEVIN-MURPHY,13-05-2020,M,0,CATHY39@GMAIL.COM,0,AMBROSETTI
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-ADMINISTRACIÓN-,0,MEGAN-COLE,31-07-2020,F,0,SANCHEZNICOLE@GMAIL.COM,0,ARROYITO
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-PRODUCCIÓN-DE-BIOIMAGENES,0,CHRISTINE-CHRISTENSEN,15-08-2020,F,0,VPETERS@GMAIL.COM,0,4-DE-NOVIEMBRE
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-CIENCIAS-DE-LA-COMPUTACIÓN,0,HENRY-HICKS,12-06-2020,M,0,RIOSTIMOTHY@YAHOO.COM,0,ARROYO-DEL-REY
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-PRODUCCIÓN-DE-BIOIMAGENES,0,WILLIAM-RICHARDS,12-07-2020,M,0,NYODER@HOTMAIL.COM,0,CAICHUE
UNIVERSIDAD-DEL-CINE,CONTADOR-PÚBLICO-,0,AUSTIN-HENSLEY,07-10-2020,M,0,XDELGADO@HOTMAIL.COM,0,22-DE-DICIEMBRE
UNIVERSIDAD-DEL-CINE,DISEÑO-DE-IMAGEN-Y-SONIDO,0,WALTER-GALLOWAY,09-08-2020,M,0,STUART97@HOTMAIL.COM,0,FLAMENCO
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-GESTIÓN-DE-AGROALIMENTOS,0,JAMES-LIN,11-08-2020,M,0,DENISE47@YAHOO.COM,0,MUÑIZ
UNIVERSIDAD-DEL-CINE,ACTUARIO-,0,SARAH-KNAPP,01-04-2020,F,0,TJOHNSON@YAHOO.COM,0,AGUA-COLORADA
UNIVERSIDAD-DEL-CINE,AGRONOMÍA,0,MRS.-TERESA-FLOYD,01-02-2020,F,0,ERICKEITH@GMAIL.COM,0,ACHALCO
UNIVERSIDAD-DEL-CINE,FARMACIA,0,BRANDI-WARNER,31-03-2020,F,0,DAVID96@HOTMAIL.COM,0,COLONIA-DURAN
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-GESTIÓN-DE-AGROALIMENTOS,0,CHARLES-HERNANDEZ,28-12-2020,M,0,WCOLEMAN@HOTMAIL.COM,0,APARICIO
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-CIENCIAS-DE-LA-COMPUTACIÓN,0,CHRISTOPHER-NELSON,19-09-2020,M,0,STEPHENSJENNIFER@HOTMAIL.COM,0,ESTACION-LA-RINCONADA
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-CIENCIA-POLÍTICA-,0,MICHAEL-TURNER,22-02-2020,M,0,MACKCHRISTOPHER@YAHOO.COM,0,GENERAL-RODRIGUEZ
UNIVERSIDAD-DEL-CINE,CONTADOR-PÚBLICO-,0,ANGELA-ANDERSEN,29-08-2020,F,0,EDWARDSLINDA@HOTMAIL.COM,0,ARROYO-SAN-JUAN
UNIVERSIDAD-DEL-CINE,CIENCIAS-VETERINARIAS,0,BRIAN-SCHMITT,24-01-2020,M,0,AMYMALDONADO@YAHOO.COM,0,ALDEA-ASUNCION
UNIVERSIDAD-DEL-CINE,INGENIERÍA-ELECTRÓNICA,0,LAUREN-WILLIAMS,03-05-2020,F,0,UWARD@YAHOO.COM,0,ARROYITO
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-MUSICOTERAPIA,0,CARLOS-WILLIAMS,26-01-2020,M,0,QHOLT@YAHOO.COM,0,ARBOL-VERDE
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-CIENCIAS-ANTROPOLÓGICAS,0,MATTHEW-LESTER,15-03-2020,M,0,COLIN73@HOTMAIL.COM,0,AGUADA-FLORENCIO
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-CIENCIA-POLÍTICA-,0,MICHAEL-SPENCER,12-02-2020,M,0,AGUILARJOHN@HOTMAIL.COM,0,ALTA-ITALIA
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-CIENCIAS-ANTROPOLÓGICAS,0,ROBERT-SMITH,02-06-2020,M,0,FISHERBRENDA@YAHOO.COM,0,CLAUDIO-C-MOLINA
UNIVERSIDAD-DEL-CINE,ARQUITECTURA,0,KELLY-BURGESS,27-04-2020,F,0,KLAWSON@HOTMAIL.COM,0,CACIQUE-ARIACAIQUIN
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-ARTES,0,RICHARD-HARRINGTON,01-08-2020,M,0,KSMITH@YAHOO.COM,0,ARROYO-CLARO
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-PLANIFICACIÓN-Y-DISEÑO-DEL-PAISAJE,0,SEAN-BARKER,19-04-2020,M,0,CHERRYTARA@HOTMAIL.COM,0,CAMPO-QUIÑONES
UNIVERSIDAD-DEL-CINE,ACTUARIO-,0,MELISSA-BROWN,17-10-2020,F,0,JJONES@GMAIL.COM,0,EL-TALAR
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-RELACIONES-DEL-TRABAJO-,0,JESSICA-ORTEGA,10-06-2020,F,0,GSHANNON@GMAIL.COM,0,ARAÑITA
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-CIENCIAS-DE-LA-COMPUTACIÓN,0,JASON-HOWARD,21-02-2020,M,0,MEGANBENNETT@HOTMAIL.COM,0,RICARDONE
UNIVERSIDAD-DEL-CINE,CIENCIAS-VETERINARIAS,0,THERESA-BAKER,05-10-2020,F,0,BDAVIS@HOTMAIL.COM,0,IRENEO-PORTELA
UNIVERSIDAD-DEL-CINE,DISEÑO-DE-IMAGEN-Y-SONIDO,0,MASON-STEELE,29-02-2020,M,0,DEANNA55@HOTMAIL.COM,0,PONTAUT
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-PLANIFICACIÓN-Y-DISEÑO-DEL-PAISAJE,0,JUAN-FRANK,30-06-2020,M,0,TOWNSENDMICHELE@GMAIL.COM,0,EL-PORVENIR
UNIVERSIDAD-DEL-CINE,TÉCNICO-PARA-BIOTERIOS-,0,SEAN-SALAZAR,26-02-2020,M,0,WESLEY59@HOTMAIL.COM,0,BARRIO-JARDIN-LUZURIAGA
UNIVERSIDAD-DEL-CINE,ARQUITECTURA,0,STEPHANIE-MITCHELL,25-10-2020,F,0,WELLSJACOB@GMAIL.COM,0,CAPDEPONT
UNIVERSIDAD-DEL-CINE,BIOQUÍMICA,0,ROSS-BEAN,10-11-2020,M,0,ANNA71@HOTMAIL.COM,0,COLONIA-SAN-EDUARDO
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-SOCIOLOGÍA-,0,BOBBY-SMITH,10-12-2020,M,0,BRUCE09@HOTMAIL.COM,0,AGUILARES
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-KINESIOLOGÍA-Y-FISIATRÍA,0,MARIO-JENNINGS,31-07-2020,M,0,ALEXISJOSEPH@YAHOO.COM,0,ALPACHIRI
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-TERAPIA-OCUPACIONAL,0,ASHLEY-HUGHES,07-02-2020,F,0,LAURA49@GMAIL.COM,0,CARBOMETAL
UNIVERSIDAD-DEL-CINE,ARQUITECTURA,0,KENNETH-ROBERTS,01-04-2020,M,0,OSCHULTZ@HOTMAIL.COM,0,SAN-ANDRES
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-CIENCIAS-DE-LA-COMPUTACIÓN,0,BETTY-ASHLEY,08-08-2020,F,0,CHAD81@GMAIL.COM,0,REALICO
UNIVERSIDAD-DEL-CINE,FARMACIA,0,BROOKE-MURPHY,11-08-2020,F,0,RWRIGHT@GMAIL.COM,0,25-DE-MAYO
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-CIENCIAS-DE-LA-COMPUTACIÓN,0,CARLY-RAY,27-06-2020,F,0,PATRICIA76@YAHOO.COM,0,JOSE-CLEMENTE-PAZ
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-CIENCIA-POLÍTICA-,0,JAMES-CUMMINGS,23-12-2020,M,0,XJOHNSON@YAHOO.COM,0,LLAVALLOL
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-SOCIOLOGÍA-,0,WANDA-HARRISON,19-11-2020,F,0,ROBERTBAILEY@YAHOO.COM,0,CARCARAÑA
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-ARTES,0,MS.-ROBIN-CARLSON,13-06-2020,F,0,ERICHARDSON@GMAIL.COM,0,GENERAL-RODRIGUEZ
UNIVERSIDAD-DEL-CINE,INGENIERÍA-EN-INFORMÁTICA,0,PAUL-BECK,30-03-2020,M,0,FLEE@YAHOO.COM,0,AVANZADA
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-CIENCIAS-DE-LA-COMPUTACIÓN,0,ELLEN-RIVERA,12-08-2020,F,0,BROWNHENRY@YAHOO.COM,0,ISLA-GRAN-MALVINA
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-RELACIONES-DEL-TRABAJO-,0,JOSEPH-RODRIGUEZ,15-02-2020,M,0,RYAN16@YAHOO.COM,0,CARLOS-TEJEDOR
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-TERAPIA-OCUPACIONAL,0,AMY-MORSE,09-10-2020,F,0,NANCYHORTON@GMAIL.COM,0,PALANTELEN
UNIVERSIDAD-DEL-CINE,FARMACIA,0,REBEKAH-NELSON,29-02-2020,F,0,ANDERSONSHELBY@HOTMAIL.COM,0,CAMPO-SANTO-DOMINGO
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-PRODUCCIÓN-DE-BIOIMAGENES,0,KEVIN-HENDRICKS,28-08-2020,M,0,MELISSALOPEZ@YAHOO.COM,0,CAMPO-CHARO
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-RELACIONES-DEL-TRABAJO-,0,JILL-TRAN,14-11-2020,F,0,GARNERCHRISTINA@GMAIL.COM,0,ARROYO-URQUIZA
UNIVERSIDAD-DEL-CINE,FARMACIA,0,GABRIEL-WILSON,21-08-2020,M,0,COOPERWILLIAM@YAHOO.COM,0,ALDEA-SAN-GREGORIO
UNIVERSIDAD-DEL-CINE,INGENIERÍA-MECÁNICA,0,SUSAN-HOFFMAN,01-06-2020,F,0,FHILL@GMAIL.COM,0,ALBARRACIN
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-CIENCIAS-DE-LA-COMPUTACIÓN,0,MOLLY-SMITH,10-07-2020,F,0,AARON43@HOTMAIL.COM,0,CATAMONTAÑA
UNIVERSIDAD-DEL-CINE,DISEÑO-INDUSTRIAL,0,MARY-PENA,09-02-2020,F,0,ALYSSALOPEZ@GMAIL.COM,0,AGUADA-SAN-ROQUE
UNIVERSIDAD-DEL-CINE,MEDICINA,0,BRENDA-WRIGHT,13-10-2020,F,0,FBURTON@YAHOO.COM,0,ALIANZA
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-CIENCIAS-BIOLÓGICAS,0,FRANCISCO-ALVAREZ,12-01-2020,M,0,WMORGAN@HOTMAIL.COM,0,EL-DURAZNO
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-CIENCIAS-ANTROPOLÓGICAS,0,ALICIA-HUGHES,10-01-2020,F,0,RAMIREZTIMOTHY@GMAIL.COM,0,ALPASINCHE
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-CIENCIAS-BIOLÓGICAS,0,MELISSA-DAVIS,11-09-2020,F,0,KSNYDER@YAHOO.COM,0,COLONIA-EL-SIMBOL
UNIVERSIDAD-DEL-CINE,DISEÑO-INDUSTRIAL,0,LORI-WILEY,04-10-2020,F,0,KYLESMITH@YAHOO.COM,0,VILLA-RUIZ
UNIVERSIDAD-DEL-CINE,FARMACIA,0,NATASHA-KING,27-08-2020,F,0,AVERYKELLIE@YAHOO.COM,0,AGUAS-VERDES
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-CIENCIAS-BIOLÓGICAS,0,AMY-SOTO,04-09-2020,F,0,BRYANTCHRISTINA@HOTMAIL.COM,0,MASUREL
UNIVERSIDAD-DEL-CINE,TÉCNICO-PARA-BIOTERIOS-,0,JULIE-CAMPBELL,02-06-2020,F,0,RGARCIA@YAHOO.COM,0,CAÑADON-BOTELLO
UNIVERSIDAD-DEL-CINE,BIOQUÍMICA,0,MARIE-TURNER,14-03-2020,F,0,JREED@YAHOO.COM,0,DEL-VALLE
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-CIENCIA-POLÍTICA-,0,JAMIE-WILSON,20-09-2020,F,0,MURPHYCALEB@GMAIL.COM,0,ACEILAN
UNIVERSIDAD-DEL-CINE,BIOQUÍMICA,0,JAMIE-PATTERSON,04-03-2020,F,0,REBECCA21@HOTMAIL.COM,0,ARROYO-MAGDALENA
UNIVERSIDAD-DEL-CINE,MEDICINA,0,DONALD-CHRISTENSEN,13-02-2020,M,0,VWALKER@YAHOO.COM,0,CROTTO
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-ADMINISTRACIÓN-,0,LORRAINE-SHIELDS,03-06-2020,F,0,LBUTLER@HOTMAIL.COM,0,ALCORTA
UNIVERSIDAD-DEL-CINE,DISEÑO-INDUSTRIAL,0,KEVIN-MILLER,29-11-2020,M,0,SHORTMICHAEL@HOTMAIL.COM,0,ALTO-VERDE
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-PLANIFICACIÓN-Y-DISEÑO-DEL-PAISAJE,0,ALYSSA-WRIGHT,10-04-2020,F,0,THOMPSONZACHARY@HOTMAIL.COM,0,SARANDI
UNIVERSIDAD-DEL-CINE,DISEÑO-INDUSTRIAL,0,SARAH-HARRIS,19-07-2020,F,0,CARLAMARTIN@HOTMAIL.COM,0,CAMPO-SANTO-DOMINGO
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-CIENCIA-Y-TECNOLOGÍA-DE-ALIMENTOS,0,SHANE-ZHANG,09-05-2020,M,0,KEVIN75@GMAIL.COM,0,ALDAO
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-RELACIONES-DEL-TRABAJO-,0,VALERIE-MILLER,13-02-2020,F,0,DAVE10@YAHOO.COM,0,CARLOS-PELLEGRINI
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-CIENCIAS-ANTROPOLÓGICAS,0,MR.-MARC-ATKINS-MD,22-04-2020,M,0,SUSAN18@GMAIL.COM,0,BAUER-Y-SIGEL
UNIVERSIDAD-DEL-CINE,CONTADOR-PÚBLICO-,0,CHRISTOPHER-BANKS,22-08-2020,M,0,MANNINGCHARLENE@YAHOO.COM,0,ACARAGUA
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-CIENCIAS-DE-LA-COMPUTACIÓN,0,ISAAC-ARMSTRONG,05-09-2020,M,0,STEPHANIEWARD@GMAIL.COM,0,AEROPUERTO-EZEIZA
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-GESTIÓN-DE-AGROALIMENTOS,0,STEPHANIE-ANDERSON,12-05-2020,F,0,FHARRISON@YAHOO.COM,0,ASERRADERO-ARROYO
UNIVERSIDAD-DEL-CINE,ARQUITECTURA,0,CYNTHIA-HALL,12-04-2020,F,0,VLEE@YAHOO.COM,0,BAHIA-LAPATAIA
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-ADMINISTRACIÓN-,0,BRIAN-LAMB,23-02-2020,M,0,OLSENDONNA@GMAIL.COM,0,CANDIOTI
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-SOCIOLOGÍA-,0,MIRANDA-CHAVEZ,12-07-2020,F,0,JORDANALYSSA@HOTMAIL.COM,0,BAJO-GUAZU
UNIVERSIDAD-DEL-CINE,ACTUARIO-,0,NICOLE-ALEXANDER,10-04-2020,F,0,DAVIDDAVIS@YAHOO.COM,0,AERO-CLUB-ROSARIO
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-TERAPIA-OCUPACIONAL,0,SHELBY-MILLER,23-10-2020,F,0,DBURNS@YAHOO.COM,0,BAJO-DE-LOS-HUESOS
UNIVERSIDAD-DEL-CINE,INGENIERÍA-EN-INFORMÁTICA,0,ROBERT-JOHNSON,15-12-2020,M,0,STANLEY08@GMAIL.COM,0,EL-TREBOL
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-CIENCIAS-DE-LA-EDUCACIÓN-,0,PHILIP-MELTON,22-11-2020,M,0,BFOLEY@YAHOO.COM,0,AGUSTONI
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-PLANIFICACIÓN-Y-DISEÑO-DEL-PAISAJE,0,MIKE-FOWLER,11-11-2020,M,0,STACYSANTOS@YAHOO.COM,0,ARROYO-SECO
